Area,Production,GDP,Annual Growth Rate (%),Inflation,Rainfall,Price,Temparature
272901,794415,33668,0.003,0.0401,871.3,1139,29.59
198764,858462,33668,0.003,0.0401,871.3,1139,29.59
222720,576622,34352,0.0186,0.0378,924.5,864,29.86
191480,896509,34352,0.0186,0.0378,924.5,864,29.86
214554,659110,35796,0.043,0.043,615.2,964,29.9
117074,506579,35796,0.043,0.043,615.2,964,29.9
232235,812590,41572,0.1608,0.0381,725.5,945,30.2
177983,867133,41572,0.1608,0.0381,725.5,945,30.2
244235,842122,47728,0.1482,0.0377,741.7,1309,30.24
175761,807446,47728,0.1482,0.0377,741.7,1309,30.24
253521,475859,54340,0.1387,0.0425,1066.4,1009,30.4
192497,887411,54340,0.1387,0.0425,1066.4,1009,30.4
245236,682001,61332,0.1285,0.058,638.1,1094,30
188804,875107,61332,0.1285,0.058,638.1,1094,30
254000,825000,78128,0.2747,0.0637,980.6,1284,30.12
192000,814000,78128,0.2747,0.0637,980.6,1284,30.12
255444,778593,75924,-0.029,0.0835,798,1494,30.5
195014,821789,75924,-0.029,0.0835,798,1494,30.5
212887,660163,83752,0.1036,0.1088,688.2,1575,29.87
115690,454893,83752,0.1036,0.1088,688.2,1575,29.87
256147,558800,103208,0.232,0.1199,963.5,1030,29.7
200369,931515,103208,0.232,0.1199,963.5,1030,29.7
240266,764242,110808,0.0741,0.0886,738,1110,27.6
123519,544225,110808,0.0741,0.0886,738,1110,27.6
242832,482993,109744,-0.0098,0.0931,715,1250,27.55
179674,806377,109744,-0.0098,0.0931,715,1250,27.55
240396,521419,110200,0.004,0.1106,762.6,1345,27.75
180223,820916,110200,0.004,0.1106,762.6,1345,27.75
231475,733313,119624,0.0857,0.0665,551.8,1425,27.92
177811,891011,119624,0.0857,0.0665,551.8,1425,27.92
409286,1624324,119624,0.0857,0.0665,551.8,1425,27.92
3342,1914,47728,0.1482,0.0377,2545.7,1309,21.98
3400,5000,54340,0.1387,0.0425,2335.5,1009,22
4060,3004,61332,0.1285,0.058,2259.6,1094,22.1
4085,2530,78128,0.2747,0.0637,3020.7,1284,22.3
3901,2516,75924,-0.029,0.0835,2244.4,1494,22.2
3945,2355,83752,0.1036,0.1088,1749.9,1575,22.43
3949,3631,103208,0.232,0.1199,2855.7,1030,22.6
3489,2988,110808,0.0741,0.0886,2193.7,1110,22.75
3561,2996,109744,-0.0098,0.0931,3440.3,1250,22.7
3561,2624,110200,0.004,0.1106,2042.9,1345,22.68
3561,2394,119624,0.0857,0.0665,2403.2,1425,22.74
11500,13800,31540,0.0389,0.0716,2274.9,968,21.27
11550,14316,31388,-0.0053,0.1323,3616.7,939,21.35
11600,13733,33592,0.0694,0.0467,2316.6,1009,21.25
11925,16387,33668,0.003,0.0401,2596.8,1139,21.5
11857,16250,34352,0.0186,0.0378,2036,864,21.6
11860,16780,35796,0.043,0.043,2389.2,964,21.86
11867,18508,41572,0.1608,0.0381,2451.8,945,21.7
11885,18630,47728,0.1482,0.0377,2545.7,1309,21.98
11905,18667,54340,0.1387,0.0425,2335.5,1009,22
6191,10606,61332,0.1285,0.058,2259.6,1094,22.1
15622,27398,78128,0.2747,0.0637,3020.7,1284,22.3
16763,35010,75924,-0.029,0.0835,2244.4,1494,22.2
8519,15639,83752,0.1036,0.1088,1749.9,1575,22.43
9585,18265,103208,0.232,0.1199,2855.7,1030,22.6
10260,20873,110808,0.0741,0.0886,2193.7,1110,22.75
9605,19512,109744,-0.0098,0.0931,3440.3,1250,22.7
9681,19750,110200,0.004,0.1106,2042.9,1345,22.68
9081,20169,119624,0.0857,0.0665,2403.2,1425,22.74
10310,12400,31540,0.0389,0.0716,2274.9,968,21.27
10320,12900,31388,-0.0053,0.1323,3616.7,939,21.35
10000,13237,33592,0.0694,0.0467,2316.6,1009,21.25
10450,13400,33668,0.003,0.0401,2596.8,1139,21.5
5400,3840,34352,0.0186,0.0378,2036,864,21.6
1691,1522,35796,0.043,0.043,2389.2,964,21.86
1700,1700,41572,0.1608,0.0381,2451.8,945,21.7
916,870,47728,0.1482,0.0377,2545.7,1309,21.98
1000,691,54340,0.1387,0.0425,2335.5,1009,22
1235,1273,61332,0.1285,0.058,2259.6,1094,22.1
1200,839,78128,0.2747,0.0637,3020.7,1284,22.3
1200,839,75924,-0.029,0.0835,2244.4,1494,22.2
1200,839,83752,0.1036,0.1088,1749.9,1575,22.43
1585,1268,103208,0.232,0.1199,2855.7,1030,22.6
1610,1382,110808,0.0741,0.0886,2193.7,1110,22.75
1682,1420,109744,-0.0098,0.0931,3440.3,1250,22.7
1690,1486,110200,0.004,0.1106,2042.9,1345,22.68
1690,1485,119624,0.0857,0.0665,2403.2,1425,22.74
8945,9200,31540,0.0389,0.0716,2274.9,968,21.27
8045,8190,31388,-0.0053,0.1323,3616.7,939,21.35
9595,12665,33592,0.0694,0.0467,2316.6,1009,21.25
8200,9840,33668,0.003,0.0401,2596.8,1139,21.5
12310,16790,34352,0.0186,0.0378,2036,864,21.6
8500,10715,35796,0.043,0.043,2389.2,964,21.86
8510,10725,41572,0.1608,0.0381,2451.8,945,21.7
8515,6651,47728,0.1482,0.0377,2545.7,1309,21.98
8538,3158,54340,0.1387,0.0425,2335.5,1009,22
8235,6313,61332,0.1285,0.058,2259.6,1094,22.1
8200,6952,78128,0.2747,0.0637,3020.7,1284,22.3
8250,6933,75924,-0.029,0.0835,2244.4,1494,22.2
8260,6993,83752,0.1036,0.1088,1749.9,1575,22.43
8267,7178,103208,0.232,0.1199,2855.7,1030,22.6
8398,7822,110808,0.0741,0.0886,2193.7,1110,22.75
8768,8442,109744,-0.0098,0.0931,3440.3,1250,22.7
8968,9087,110200,0.004,0.1106,2042.9,1345,22.68
8968,9436,119624,0.0857,0.0665,2403.2,1425,22.74
10200,15525,31540,0.0389,0.0716,2274.9,968,21.27
7323,12600,31388,-0.0053,0.1323,3616.7,939,21.35
11600,19261,33592,0.0694,0.0467,2316.6,1009,21.25
12310,19500,33668,0.003,0.0401,2596.8,1139,21.5
5400,5000,34352,0.0186,0.0378,2036,864,21.6
12330,26605,35796,0.043,0.043,2389.2,964,21.86
12100,28000,41572,0.1608,0.0381,2451.8,945,21.7
12526,17499,47728,0.1482,0.0377,2545.7,1309,21.98
12800,19535,54340,0.1387,0.0425,2335.5,1009,22
13137,19729,61332,0.1285,0.058,2259.6,1094,22.1
13000,19799,78128,0.2747,0.0637,3020.7,1284,22.3
13142,19761,75924,-0.029,0.0835,2244.4,1494,22.2
14147,20775,83752,0.1036,0.1088,1749.9,1575,22.43
15137,24103,103208,0.232,0.1199,2855.7,1030,22.6
15378,26268,110808,0.0741,0.0886,2193.7,1110,22.75
16770,27098,109744,-0.0098,0.0931,3440.3,1250,22.7
16770,27044,110200,0.004,0.1106,2042.9,1345,22.68
16120,27463,119624,0.0857,0.0665,2403.2,1425,22.74
6300,7440,35796,0.043,0.043,2389.2,964,21.86
7434,6375,41572,0.1608,0.0381,2451.8,945,21.7
6300,7434,47728,0.1482,0.0377,2545.7,1309,21.98
6375,7530,54340,0.1387,0.0425,2335.5,1009,22
6000,5095,61332,0.1285,0.058,2259.6,1094,22.1
500,615,78128,0.2747,0.0637,3020.7,1284,22.3
500,615,75924,-0.029,0.0835,2244.4,1494,22.2
500,615,83752,0.1036,0.1088,1749.9,1575,22.43
400,527,103208,0.232,0.1199,2855.7,1030,22.6
406,574,110808,0.0741,0.0886,2193.7,1110,22.75
410,590,109744,-0.0098,0.0931,3440.3,1250,22.7
53,74,110200,0.004,0.1106,2042.9,1345,22.68
53,74,119624,0.0857,0.0665,2403.2,1425,22.74
15070,19600,31540,0.0389,0.0716,2274.9,968,21.27
13015,18221,31388,-0.0053,0.1323,3616.7,939,21.35
14000,20900,33592,0.0694,0.0467,2316.6,1009,21.25
13980,13630,33668,0.003,0.0401,2596.8,1139,21.5
10900,14170,34352,0.0186,0.0378,2036,864,21.6
14158,12883,35796,0.043,0.043,2389.2,964,21.86
14257,19390,41572,0.1608,0.0381,2451.8,945,21.7
8227,9872,47728,0.1482,0.0377,2545.7,1309,21.98
8500,11759,54340,0.1387,0.0425,2335.5,1009,22
10500,17010,61332,0.1285,0.058,2259.6,1094,22.1
10300,16833,78128,0.2747,0.0637,3020.7,1284,22.3
10412,17952,75924,-0.029,0.0835,2244.4,1494,22.2
11770,19541,83752,0.1036,0.1088,1749.9,1575,22.43
11654,20263,103208,0.232,0.1199,2855.7,1030,22.6
11839,22082,110808,0.0741,0.0886,2193.7,1110,22.75
12239,23512,109744,-0.0098,0.0931,3440.3,1250,22.7
12150,21662,110200,0.004,0.1106,2042.9,1345,22.68
11450,22080,119624,0.0857,0.0665,2403.2,1425,22.74
2890,2504,110200,0.004,0.1106,2042.9,1345,22.68
2890,2923,119624,0.0857,0.0665,2403.2,1425,22.74
9580,13500,35796,0.043,0.043,2389.2,964,21.86
9650,11100,41572,0.1608,0.0381,2451.8,945,21.7
9655,14895,47728,0.1482,0.0377,2545.7,1309,21.98
9700,15035,54340,0.1387,0.0425,2335.5,1009,22
10736,14149,61332,0.1285,0.058,2259.6,1094,22.1
10950,13477,78128,0.2747,0.0637,3020.7,1284,22.3
11059,13610,75924,-0.029,0.0835,2244.4,1494,22.2
11169,8935,83752,0.1036,0.1088,1749.9,1575,22.43
11180,13760,103208,0.232,0.1199,2855.7,1030,22.6
11357,14995,110808,0.0741,0.0886,2193.7,1110,22.75
11460,14822,109744,-0.0098,0.0931,3440.3,1250,22.7
14595,16058,110200,0.004,0.1106,2042.9,1345,22.68
13906,16479,119624,0.0857,0.0665,2403.2,1425,22.74
21064,19900,31540,0.0389,0.0716,2274.9,968,21.27
21585,15045,31388,-0.0053,0.1323,3616.7,939,21.35
22000,10500,33592,0.0694,0.0467,2316.6,1009,21.25
18150,18150,33668,0.003,0.0401,2596.8,1139,21.5
4350,3500,34352,0.0186,0.0378,2036,864,21.6
14800,17465,35796,0.043,0.043,2389.2,964,21.86
8460,10152,41572,0.1608,0.0381,2451.8,945,21.7
9306,11167,47728,0.1482,0.0377,2545.7,1309,21.98
9500,11600,54340,0.1387,0.0425,2335.5,1009,22
9643,12075,61332,0.1285,0.058,2259.6,1094,22.1
7685,9459,78128,0.2747,0.0637,3020.7,1284,22.3
7839,9647,75924,-0.029,0.0835,2244.4,1494,22.2
10193,12545,83752,0.1036,0.1088,1749.9,1575,22.43
8155,10655,103208,0.232,0.1199,2855.7,1030,22.6
8285,1161,110808,0.0741,0.0886,2193.7,1110,22.75
8290,14358,109744,-0.0098,0.0931,3440.3,1250,22.7
8373,14792,110200,0.004,0.1106,2042.9,1345,22.68
7673,15210,119624,0.0857,0.0665,2403.2,1425,22.74
6938,8400,31540,0.0389,0.0716,2274.9,968,21.27
7100,6880,31388,-0.0053,0.1323,3616.7,939,21.35
7000,6800,33592,0.0694,0.0467,2316.6,1009,21.25
7275,7520,33668,0.003,0.0401,2596.8,1139,21.5
7940,8270,34352,0.0186,0.0378,2036,864,21.6
8050,8500,35796,0.043,0.043,2389.2,964,21.86
8470,9825,41572,0.1608,0.0381,2451.8,945,21.7
9015,10277,47728,0.1482,0.0377,2545.7,1309,21.98
9300,11615,54340,0.1387,0.0425,2335.5,1009,22
10180,15139,61332,0.1285,0.058,2259.6,1094,22.1
9005,13854,78128,0.2747,0.0637,3020.7,1284,22.3
9025,14347,75924,-0.029,0.0835,2244.4,1494,22.2
9076,15823,83752,0.1036,0.1088,1749.9,1575,22.43
9083,14684,103208,0.232,0.1199,2855.7,1030,22.6
9227,16002,110808,0.0741,0.0886,2193.7,1110,22.75
9975,16753,109744,-0.0098,0.0931,3440.3,1250,22.7
12025,22686,110200,0.004,0.1106,2042.9,1345,22.68
11325,23105,119624,0.0857,0.0665,2403.2,1425,22.74
868,1050,31540,0.0389,0.0716,2274.9,968,21.27
890,1112,31388,-0.0053,0.1323,3616.7,939,21.35
900,1170,33592,0.0694,0.0467,2316.6,1009,21.25
902,1205,33668,0.003,0.0401,2596.8,1139,21.5
902,1190,34352,0.0186,0.0378,2036,864,21.6
907,1210,35796,0.043,0.043,2389.2,964,21.86
911,1221,41572,0.1608,0.0381,2451.8,945,21.7
911,1230,47728,0.1482,0.0377,2545.7,1309,21.98
777,1057,54340,0.1387,0.0425,2335.5,1009,22
770,1082,61332,0.1285,0.058,2259.6,1094,22.1
770,1082,78128,0.2747,0.0637,3020.7,1284,22.3
758,758,75924,-0.029,0.0835,2244.4,1494,22.2
760,785,83752,0.1036,0.1088,1749.9,1575,22.43
765,795,103208,0.232,0.1199,2855.7,1030,22.6
777,866,110808,0.0741,0.0886,2193.7,1110,22.75
835,930,109744,-0.0098,0.0931,3440.3,1250,22.7
835,879,110200,0.004,0.1106,2042.9,1345,22.68
835,1298,119624,0.0857,0.0665,2403.2,1425,22.74
5345,3700,31540,0.0389,0.0716,2274.9,968,21.27
5345,1942,31388,-0.0053,0.1323,3616.7,939,21.35
5354,5400,33592,0.0694,0.0467,2316.6,1009,21.25
5343,3036,33668,0.003,0.0401,2596.8,1139,21.5
8300,10458,34352,0.0186,0.0378,2036,864,21.6
5580,2490,35796,0.043,0.043,2389.2,964,21.86
5582,3830,41572,0.1608,0.0381,2451.8,945,21.7
5585,2383,47728,0.1482,0.0377,2545.7,1309,21.98
4612,2509,54340,0.1387,0.0425,2335.5,1009,22
5615,3961,61332,0.1285,0.058,2259.6,1094,22.1
5500,3971,78128,0.2747,0.0637,3020.7,1284,22.3
5625,4062,75924,-0.029,0.0835,2244.4,1494,22.2
4995,2643,83752,0.1036,0.1088,1749.9,1575,22.43
5002,4073,103208,0.232,0.1199,2855.7,1030,22.6
5082,4438,110808,0.0741,0.0886,2193.7,1110,22.75
5080,4487,109744,-0.0098,0.0931,3440.3,1250,22.7
2280,1976,110200,0.004,0.1106,2042.9,1345,22.68
2280,2908,119624,0.0857,0.0665,2403.2,1425,22.74
6200,5800,31540,0.0389,0.0716,2274.9,968,21.27
6210,2890,31388,-0.0053,0.1323,3616.7,939,21.35
6250,5650,33592,0.0694,0.0467,2316.6,1009,21.25
5420,3850,33668,0.003,0.0401,2596.8,1139,21.5
11450,16030,34352,0.0186,0.0378,2036,864,21.6
5500,5400,35796,0.043,0.043,2389.2,964,21.86
5500,5400,41572,0.1608,0.0381,2451.8,945,21.7
6139,7669,47728,0.1482,0.0377,2545.7,1309,21.98
6200,7667,54340,0.1387,0.0425,2335.5,1009,22
6375,8087,61332,0.1285,0.058,2259.6,1094,22.1
6300,7514,78128,0.2747,0.0637,3020.7,1284,22.3
6500,7501,75924,-0.029,0.0835,2244.4,1494,22.2
6605,7718,83752,0.1036,0.1088,1749.9,1575,22.43
6625,7742,103208,0.232,0.1199,2855.7,1030,22.6
6730,8436,110808,0.0741,0.0886,2193.7,1110,22.75
6590,8285,109744,-0.0098,0.0931,3440.3,1250,22.7
6615,8510,110200,0.004,0.1106,2042.9,1345,22.68
6615,8794,119624,0.0857,0.0665,2403.2,1425,22.74
3915,2750,31540,0.0389,0.0716,2274.9,968,21.27
4015,1500,31388,-0.0053,0.1323,3616.7,939,21.35
4300,2975,33592,0.0694,0.0467,2316.6,1009,21.25
4500,3600,33668,0.003,0.0401,2596.8,1139,21.5
20500,16088,34352,0.0186,0.0378,2036,864,21.6
4520,4695,35796,0.043,0.043,2389.2,964,21.86
4550,5295,41572,0.1608,0.0381,2451.8,945,21.7
4555,5296,47728,0.1482,0.0377,2545.7,1309,21.98
4800,6708,54340,0.1387,0.0425,2335.5,1009,22
5164,5063,61332,0.1285,0.058,2259.6,1094,22.1
5100,11079,78128,0.2747,0.0637,3020.7,1284,22.3
5839,7739,75924,-0.029,0.0835,2244.4,1494,22.2
4328,5433,83752,0.1036,0.1088,1749.9,1575,22.43
4169,5681,103208,0.232,0.1199,2855.7,1030,22.6
4235,6190,110808,0.0741,0.0886,2193.7,1110,22.75
4425,5935,109744,-0.0098,0.0931,3440.3,1250,22.7
5062,9280,110200,0.004,0.1106,2042.9,1345,22.68
5062,9698,119624,0.0857,0.0665,2403.2,1425,22.74
915,880,31540,0.0389,0.0716,2274.9,968,21.27
913,806,31388,-0.0053,0.1323,3616.7,939,21.35
850,700,33592,0.0694,0.0467,2316.6,1009,21.25
855,756,33668,0.003,0.0401,2596.8,1139,21.5
855,1163,34352,0.0186,0.0378,2036,864,21.6
855,1160,35796,0.043,0.043,2389.2,964,21.86
859,723,41572,0.1608,0.0381,2451.8,945,21.7
908,727,47728,0.1482,0.0377,2545.7,1309,21.98
860,760,54340,0.1387,0.0425,2335.5,1009,22
854,774,61332,0.1285,0.058,2259.6,1094,22.1
861,809,78128,0.2747,0.0637,3020.7,1284,22.3
880,939,75924,-0.029,0.0835,2244.4,1494,22.2
865,799,83752,0.1036,0.1088,1749.9,1575,22.43
866,799,103208,0.232,0.1199,2855.7,1030,22.6
880,870,110808,0.0741,0.0886,2193.7,1110,22.75
867,890,109744,-0.0098,0.0931,3440.3,1250,22.7
880,891,110200,0.004,0.1106,2042.9,1345,22.68
880,1256,119624,0.0857,0.0665,2403.2,1425,22.74
18750,16500,31540,0.0389,0.0716,2274.9,968,21.27
19170,17714,31388,-0.0053,0.1323,3616.7,939,21.35
19291,21816,33592,0.0694,0.0467,2316.6,1009,21.25
19291,21816,33668,0.003,0.0401,2596.8,1139,21.5
19291,21872,34352,0.0186,0.0378,2036,864,21.6
19953,22135,35796,0.043,0.043,2389.2,964,21.86
19355,22345,41572,0.1608,0.0381,2451.8,945,21.7
23857,18436,47728,0.1482,0.0377,2545.7,1309,21.98
24000,22900,54340,0.1387,0.0425,2335.5,1009,22
24343,21275,61332,0.1285,0.058,2259.6,1094,22.1
24951,21935,78128,0.2747,0.0637,3020.7,1284,22.3
25106,22309,75924,-0.029,0.0835,2244.4,1494,22.2
25136,22455,83752,0.1036,0.1088,1749.9,1575,22.43
25148,22569,103208,0.232,0.1199,2855.7,1030,22.6
25547,24596,110808,0.0741,0.0886,2193.7,1110,22.75
25528,24632,109744,-0.0098,0.0931,3440.3,1250,22.7
25561,24801,110200,0.004,0.1106,2042.9,1345,22.68
24811,25220,119624,0.0857,0.0665,2403.2,1425,22.74
17083,15415,54340,0.1387,0.0425,2468.3,1009,24.12
12650,17027,54340,0.1387,0.0425,2468.3,1009,24.12
66229,93287,54340,0.1387,0.0425,2468.3,1009,24.12
26235,23208,61332,0.1285,0.058,1898.6,1094,24.41
12737,25691,61332,0.1285,0.058,1898.6,1094,24.41
52195,67915,61332,0.1285,0.058,1898.6,1094,24.41
21551,20266,78128,0.2747,0.0637,2752.8,1284,24.2
7124,14341,78128,0.2747,0.0637,2752.8,1284,24.2
58558,73246,78128,0.2747,0.0637,2752.8,1284,24.2
13587,18640,75924,-0.029,0.0835,2339.7,1494,24.32
11712,20949,75924,-0.029,0.0835,2339.7,1494,24.32
69495,124614,75924,-0.029,0.0835,2339.7,1494,24.32
13217,21279,83752,0.1036,0.1088,2068.2,1575,24.76
10524,16463,83752,0.1036,0.1088,2068.2,1575,24.76
68453,109965,83752,0.1036,0.1088,2068.2,1575,24.76
11562,13489,103208,0.232,0.1199,2711.5,1030,24.6
6000,13150,103208,0.232,0.1199,2711.5,1030,24.6
84168,134217,103208,0.232,0.1199,2711.5,1030,24.6
10325,14340,110808,0.0741,0.0886,1743.4,1110,24.8
2500,5595,110808,0.0741,0.0886,1743.4,1110,24.8
85450,153149,110808,0.0741,0.0886,1743.4,1110,24.8
11780,16636,109744,-0.0098,0.0931,2609.4,1250,24.95
2520,6137,109744,-0.0098,0.0931,2609.4,1250,24.95
85485,157009,109744,-0.0098,0.0931,2609.4,1250,24.95
10200,16672,110200,0.004,0.1106,1816.4,1345,24.93
2750,5885,110200,0.004,0.1106,1816.4,1345,24.93
85730,161484,110200,0.004,0.1106,1816.4,1345,24.93
10800,18283,119624,0.0857,0.0665,2206.1,1425,25.2
3050,6509,119624,0.0857,0.0665,2206.1,1425,25.2
86070,195027,119624,0.0857,0.0665,2206.1,1425,25.2
83560,43512,31540,0.0389,0.0716,2372.2,968,23.65
8850,12831,31540,0.0389,0.0716,2372.2,968,23.65
103015,76589,31540,0.0389,0.0716,2372.2,968,23.65
83355,46436,31388,-0.0053,0.1323,2803.1,939,23.73
16435,32739,31388,-0.0053,0.1323,2803.1,939,23.73
88835,93412,31388,-0.0053,0.1323,2803.1,939,23.73
83830,59762,33592,0.0694,0.0467,2594.2,1009,23.68
18637,57626,33592,0.0694,0.0467,2594.2,1009,23.68
104375,121735,33592,0.0694,0.0467,2594.2,1009,23.68
73675,60705,33668,0.003,0.0401,2487,1139,23.7
25005,58014,33668,0.003,0.0401,2487,1139,23.7
97175,120609,33668,0.003,0.0401,2487,1139,23.7
56482,40845,34352,0.0186,0.0378,2178.4,864,23.78
18510,39355,34352,0.0186,0.0378,2178.4,864,23.78
97500,119034,34352,0.0186,0.0378,2178.4,864,23.78
63725,38265,35796,0.043,0.043,2392.7,964,23.94
16000,35031,35796,0.043,0.043,2392.7,964,23.94
99500,111714,35796,0.043,0.043,2392.7,964,23.94
58500,41992,41572,0.1608,0.0381,2434.1,945,23.86
17400,37888,41572,0.1608,0.0381,2434.1,945,23.86
99750,128640,41572,0.1608,0.0381,2434.1,945,23.86
60760,7597,47728,0.1482,0.0377,2994.3,1309,23.9
19645,33526,47728,0.1482,0.0377,2994.3,1309,23.9
62225,74492,47728,0.1482,0.0377,2994.3,1309,23.9
51500,39916,54340,0.1387,0.0425,2468.3,1009,24.12
13897,20379,54340,0.1387,0.0425,2468.3,1009,24.12
52755,75339,54340,0.1387,0.0425,2468.3,1009,24.12
46504,29973,61332,0.1285,0.058,1898.6,1094,24.41
15213,32963,61332,0.1285,0.058,1898.6,1094,24.41
50173,51355,61332,0.1285,0.058,1898.6,1094,24.41
33564,18202,78128,0.2747,0.0637,2752.8,1284,24.2
16829,37462,78128,0.2747,0.0637,2752.8,1284,24.2
53821,63911,78128,0.2747,0.0637,2752.8,1284,24.2
48880,43134,75924,-0.029,0.0835,2339.7,1494,24.32
42937,85624,75924,-0.029,0.0835,2339.7,1494,24.32
72524,92763,75924,-0.029,0.0835,2339.7,1494,24.32
50063,40476,83752,0.1036,0.1088,2068.2,1575,24.76
48309,121935,83752,0.1036,0.1088,2068.2,1575,24.76
73690,104134,83752,0.1036,0.1088,2068.2,1575,24.76
39756,33805,103208,0.232,0.1199,2711.5,1030,24.6
51581,131465,103208,0.232,0.1199,2711.5,1030,24.6
74406,148961,103208,0.232,0.1199,2711.5,1030,24.6
27987,13767,110808,0.0741,0.0886,1743.4,1110,24.8
51708,174318,110808,0.0741,0.0886,1743.4,1110,24.8
78281,110441,110808,0.0741,0.0886,1743.4,1110,24.8
6346,1075,109744,-0.0098,0.0931,2609.4,1250,24.95
52921,163375,109744,-0.0098,0.0931,2609.4,1250,24.95
66597,107022,109744,-0.0098,0.0931,2609.4,1250,24.95
19191,16796,110200,0.004,0.1106,1816.4,1345,24.93
47877,158072,110200,0.004,0.1106,1816.4,1345,24.93
67630,123146,110200,0.004,0.1106,1816.4,1345,24.93
17551,18634,119624,0.0857,0.0665,2206.1,1425,25.2
49261,141830,119624,0.0857,0.0665,2206.1,1425,25.2
69154,102046,119624,0.0857,0.0665,2206.1,1425,25.2
29514,14056,31540,0.0389,0.0716,2372.2,968,23.65
6366,5462,31540,0.0389,0.0716,2372.2,968,23.65
56841,38596,31540,0.0389,0.0716,2372.2,968,23.65
33335,28062,31388,-0.0053,0.1323,2803.1,939,23.73
6795,9580,31388,-0.0053,0.1323,2803.1,939,23.73
56133,54267,31388,-0.0053,0.1323,2803.1,939,23.73
32940,23441,33592,0.0694,0.0467,2594.2,1009,23.68
8414,12119,33592,0.0694,0.0467,2594.2,1009,23.68
57620,62814,33592,0.0694,0.0467,2594.2,1009,23.68
33157,30980,33668,0.003,0.0401,2487,1139,23.7
9931,14064,33668,0.003,0.0401,2487,1139,23.7
57625,58910,33668,0.003,0.0401,2487,1139,23.7
33306,30266,34352,0.0186,0.0378,2178.4,864,23.78
9967,16462,34352,0.0186,0.0378,2178.4,864,23.78
57795,66814,34352,0.0186,0.0378,2178.4,864,23.78
33750,29871,35796,0.043,0.043,2392.7,964,23.94
9527,14838,35796,0.043,0.043,2392.7,964,23.94
59640,78756,35796,0.043,0.043,2392.7,964,23.94
34213,32358,41572,0.1608,0.0381,2434.1,945,23.86
9569,12546,41572,0.1608,0.0381,2434.1,945,23.86
58844,74327,41572,0.1608,0.0381,2434.1,945,23.86
34147,23886,47728,0.1482,0.0377,2994.3,1309,23.9
9997,13155,47728,0.1482,0.0377,2994.3,1309,23.9
58690,72659,47728,0.1482,0.0377,2994.3,1309,23.9
29128,27125,54340,0.1387,0.0425,2468.3,1009,24.12
7814,14947,54340,0.1387,0.0425,2468.3,1009,24.12
39572,45530,54340,0.1387,0.0425,2468.3,1009,24.12
23189,16774,61332,0.1285,0.058,1898.6,1094,24.41
7818,12188,61332,0.1285,0.058,1898.6,1094,24.41
32545,31246,61332,0.1285,0.058,1898.6,1094,24.41
22507,16954,78128,0.2747,0.0637,2752.8,1284,24.2
8132,19327,78128,0.2747,0.0637,2752.8,1284,24.2
35410,33297,78128,0.2747,0.0637,2752.8,1284,24.2
22147,20617,75924,-0.029,0.0835,2339.7,1494,24.32
9947,20907,75924,-0.029,0.0835,2339.7,1494,24.32
36346,41200,75924,-0.029,0.0835,2339.7,1494,24.32
20782,14732,83752,0.1036,0.1088,2068.2,1575,24.76
10028,23102,83752,0.1036,0.1088,2068.2,1575,24.76
34421,39073,83752,0.1036,0.1088,2068.2,1575,24.76
16142,12826,103208,0.232,0.1199,2711.5,1030,24.6
10680,35104,103208,0.232,0.1199,2711.5,1030,24.6
34806,52651,103208,0.232,0.1199,2711.5,1030,24.6
15953,17728,110808,0.0741,0.0886,1743.4,1110,24.8
10507,31151,110808,0.0741,0.0886,1743.4,1110,24.8
36205,48899,110808,0.0741,0.0886,1743.4,1110,24.8
12922,16900,109744,-0.0098,0.0931,2609.4,1250,24.95
10740,31907,109744,-0.0098,0.0931,2609.4,1250,24.95
35931,57117,109744,-0.0098,0.0931,2609.4,1250,24.95
11021,17595,110200,0.004,0.1106,1816.4,1345,24.93
13070,38727,110200,0.004,0.1106,1816.4,1345,24.93
32690,66164,110200,0.004,0.1106,1816.4,1345,24.93
5865,7909,119624,0.0857,0.0665,2206.1,1425,25.2
11685,38969,119624,0.0857,0.0665,2206.1,1425,25.2
35299,69061,119624,0.0857,0.0665,2206.1,1425,25.2
8278,7956,31540,0.0389,0.0716,2372.2,968,23.65
